Speaker_ID	Filename	Label	Similarity	Prosody	Transcription	Length	Age	Gender	Accent	Room_Size	Microphone_Distance	Recording_Device	Start_Time	End_Time
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0010.wav	NonWuW	OK	Unknown	"""La película me pareció OK, sin más."""	3.6240	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.1941	3.0207
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0011.wav	NonWuW	like Aura	Unknown	"""Quiero ver una peli de dinosaurios."""	3.4800	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.7415	2.1178
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0012.wav	NonWuW	like OK	Unknown	"""Van a dar el hockey en la tele."""	2.5920	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.7054	2.2782
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0013.wav	NonWuW	like OK Aura	Unknown	"""Quiero ver el hockey ahora."""	2.5200	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.5046	2.4216
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	1.9200	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.7493	1.7770
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	1.7040	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.3072	1.3804
gCWOiMTUosewLJRs	aura_wuw_gCWOiMTUosewLJRs_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	2.0880	40s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.6565	1.6723
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	1.7247	6.6319
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0001.wav	NonWuW	Exact with context	Unknown	"""OK Aura, búscame vuelos desde Madrid."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	Unknown	Unknown
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0002.wav	NonWuW	Aura	Unknown	"""Pregúntale a Aura, ella sabrá."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.8725	2.3085
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0003.wav	NonWuW	OK	Unknown	"""OK, vale."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.7560	1.5103
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0004.wav	NonWuW	like Aura	Unknown	"""El otro día vi a Aurora."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.5113	2.0014
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0005.wav	NonWuW	like OK	Unknown	"""Bloquearán los fondos en algún momento."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.7273	2.7692
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora dime cuáles son tus apellidos."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.5603	2.8772
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	1.3433	6.9070
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, enciende las luces."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	Unknown	Unknown
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0010.wav	NonWuW	OK	Unknown	"""Ella está OK."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	0.9079	2.0959
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0011.wav	NonWuW	like Aura	Unknown	"""Ahora quiere que vaya a comprar."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	1.0918	2.7068
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0012.wav	NonWuW	like OK	Unknown	"""Van a dar el hockey en la tele."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	0.7560	2.5650
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0013.wav	NonWuW	like OK Aura	Unknown	"""Quiero ver el hockey ahora."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	2 meters	Mobile	0.0000	7.0000
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	0.6767	1.6403
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	1.0598	1.9288
SZM2el0RN24Dfbj9	aura_wuw_SZM2el0RN24Dfbj9_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	7.0000	50s	Female	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Small (0 - 10 m2)	Close	Mobile	1.3213	2.7270
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	5.1840	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.0446	1.9525
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0001.wav	NonWuW	Exact with context	Unknown	"""A ver cuándo la echan. OK Aura."""	4.4160	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	Unknown	Unknown
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0002.wav	NonWuW	Aura	Unknown	"""¡Qué aura más positiva!"""	3.3600	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.9383	2.5347
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0003.wav	NonWuW	OK	Unknown	"""OK, OK, ya voy."""	3.6480	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.8691	2.4553
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0004.wav	NonWuW	like Aura	Unknown	"""Desprenden unas auras que no me gustan nada."""	4.6320	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.8843	3.3362
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0005.wav	NonWuW	like OK	Unknown	"""Lo que ahora se viene es poco."""	3.6240	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.6598	2.2191
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ¿y ahora?"""	3.2880	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.4928	2.8148
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	4.1520	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	0.6244	2.0149
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, llama a mamá."""	5.2560	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	Unknown	Unknown
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0009.wav	NonWuW	Aura	Unknown	"""Hay algo en el aura que te rodea."""	5.8320	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.9238	3.8425
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0010.wav	NonWuW	OK	Unknown	"""De acuerdo, OK."""	5.4480	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	2.0250	3.3480
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0011.wav	NonWuW	like Aura	Unknown	"""Hola Laura."""	5.5680	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	2.1027	2.9717
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0012.wav	NonWuW	like OK	Unknown	"""Le conocí en aquella rave."""	5.2080	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.7601	3.1050
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0013.wav	NonWuW	like OK Aura	Unknown	"""Quiero ver el hockey ahora."""	5.4960	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	2 meters	Desktop	1.6217	3.0190
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	2.6640	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.7543	1.6960
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	2.4960	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.6632	1.4378
5jmVSzN9K0IgnVA7	aura_wuw_5jmVSzN9K0IgnVA7_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	2.8080	40s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	0.5620	1.7820
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	2.3280	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.5029	1.4833
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0001.wav	NonWuW	Exact with context	Unknown	"""OK Aura, ¿cuándo echan el fútbol?"""	3.1440	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	Unknown	Unknown
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0002.wav	NonWuW	Aura	Unknown	"""Pregúntale a Aura, ella sabrá."""	3.1920	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.5198	2.4655
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0003.wav	NonWuW	OK	Unknown	"""OK, a ver qué ponen en la tele."""	2.1600	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.3780	2.0790
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0004.wav	NonWuW	like Aura	Unknown	"""Hola Laura."""	1.3680	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.3696	1.0851
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0005.wav	NonWuW	like OK	Unknown	"""Lo que ahora se viene es poco."""	2.3760	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.7223	2.2377
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0006.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora dime cuáles son tus apellidos."""	2.6880	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.3240	2.5988
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	1.4400	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.3257	1.1188
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0008.wav	NonWuW	Exact with context	Unknown	"""A ver cuándo la echan. OK Aura."""	2.9040	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	Unknown	Unknown
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0009.wav	NonWuW	Aura	Unknown	"""Ahí aparezco como Aura, pero normalmente me llaman Carolina."""	3.4800	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.0102	3.2974
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0010.wav	NonWuW	OK	Unknown	"""OK, a ver qué ponen en la tele."""	2.5920	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.6075	2.2545
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0011.wav	NonWuW	like Aura	Unknown	"""Ara mismo se ha ido y no lo tengo."""	3.0240	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.2616	2.6393
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0012.wav	NonWuW	like OK	Unknown	"""Bloquearán los fondos en algún momento."""	2.4240	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.0102	2.4240
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0013.wav	NonWuW	like OK Aura	Unknown	"""OK, ahora pásame el mando."""	2.2080	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	2 meters	Desktop	0.3325	1.9913
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	2.2080	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.6295	1.3247
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	1.2720	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.3595	1.2720
CmbQrJlZUUzpfQws	aura_wuw_CmbQrJlZUUzpfQws_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	1.7040	30s	Male	Andino-Pacífico: Colombia, Perú, Ecuador, oeste de Bolivia y Venezuela andina	Medium (10 - 20 m2)	Close	Desktop	0.4320	1.0328
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	6.9360	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.3146	2.3305
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0001.wav	NonWuW	Exact with context	Unknown	"""OK Aura, búscame vuelos desde Madrid."""	4.6080	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	Unknown	Unknown
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0002.wav	NonWuW	Aura	Unknown	"""¡Qué aura más negativa!"""	3.5280	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.8286	2.1398
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0003.wav	NonWuW	OK	Unknown	"""Ella está OK."""	2.7120	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.7999	1.9491
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0004.wav	NonWuW	like Aura	Unknown	"""Ahora quiere que vaya a comprar."""	3.6720	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.0446	2.8502
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0005.wav	NonWuW	like OK	Unknown	"""Prefiero el hockey al baloncesto."""	3.8400	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.6936	2.9599
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0006.wav	NonWuW	like OK Aura	Unknown	"""Claro, porque ahora no te puedes fiar de nadie."""	4.5600	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.0075	3.6990
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0007.wav	WuW	Exact	Unknown	"""OK Aura."""	2.9760	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	1.0733	1.7331
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0008.wav	NonWuW	Exact with context	Unknown	"""OK Aura, ver encuentros y conferencias."""	5.3760	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	Unknown	Unknown
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0009.wav	NonWuW	Aura	Unknown	"""Tiene un aura que me encanta."""	4.2240	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	1.1998	3.1624
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0010.wav	NonWuW	OK	Unknown	"""OK, ya te lo miro."""	3.8400	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	0.8472	2.4925
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0011.wav	NonWuW	like Aura	Unknown	"""Creo que está en el aula del fondo."""	4.6320	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	2.7895	2.9278
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0012.wav	NonWuW	like OK	Unknown	"""La puerta está bloqueada."""	4.2960	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	1.6487	2.7422
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0013.wav	NonWuW	like OK Aura	Unknown	"""Porque Aura es una gran persona."""	4.8240	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	2 meters	Desktop	1.1779	3.1101
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0014.wav	WuW	Exact	Neutral	"""OK Aura."""	2.5920	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.7037	1.7770
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0015.wav	WuW	Exact	Friendly	"""OK Aura."""	2.5920	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	0.9889	1.8681
xr2Unq1roeKjiuYi	aura_wuw_xr2Unq1roeKjiuYi_0016.wav	WuW	Exact	Annoyed	"""OK Aura."""	3.4080	40s	Male	España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)	Small (0 - 10 m2)	Close	Desktop	1.5137	2.3743
TA3Q56ZZLS9MY0HJ	aura_wuw_TA3Q56ZZLS9MY0HJ_0000.wav	WuW	Exact	Unknown	"""OK Aura."""	2.6880	50s	Male	España: Centro-sur peninsular (Madrid, Toledo, Castilla-La Mancha)	Medium (10 - 20 m2)	Close	Desktop	1.0480	1.8377
